log_id,employee_code,employee_name,method,action,device_id,device_name,check_time,location
L215,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L216,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L217,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L218,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L219,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L220,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L221,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L222,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:59:00,HCM
L223,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L224,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L225,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:08:00,HCM
L226,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L227,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L228,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:01:00,HCM
L229,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L230,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L231,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L232,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:18:00,HCM
L233,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L234,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:53:00,HCM
L235,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L236,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L237,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L238,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L239,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L240,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L241,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L242,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L243,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L244,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:01:00,HCM
L245,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:12:00,HCM
L246,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L247,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L248,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L249,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L250,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:50:00,HCM
L251,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L252,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:04:00,HCM
L253,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:07:00,HCM
L254,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L255,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L256,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L257,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:09:00,HCM
L258,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:58:00,HCM
L259,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L260,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:58:00,HCM
L261,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L262,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L263,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L264,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L265,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:14:00,HCM
L266,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:50:00,HCM
L267,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:11:00,HCM
L268,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:54:00,HCM
L269,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L270,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L271,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:09:00,HCM
L272,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L273,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:10:00,HCM
L274,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L275,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L276,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:55:00,HCM
L277,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:02:00,HCM
L278,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:59:00,HCM
L279,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:15:00,HCM
L280,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:01:00,HCM
L281,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:55:00,HCM
L282,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L283,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L284,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:54:00,HCM
L285,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L286,EMP-2047,Nguyß╗àn V─ân 47,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:04:00,HCM
L287,EMP-2047,Nguyß╗àn V─ân 47,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L288,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L289,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L290,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L291,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L292,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:59:00,HCM
L293,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:45:00,HCM
L294,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:04:00,HCM
L295,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:10:00,HCM
L296,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L297,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:09:00,HCM
L298,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L299,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L300,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L301,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:10:00,HCM
L302,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L303,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:25:00,HCM
L304,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L305,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L306,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:58:00,HCM
L307,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:10:00,HCM
L308,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L309,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:12:00,HCM
L310,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:42:00,HCM
L311,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L312,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:01:00,HCM
L313,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L314,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:01:00,HCM
L315,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:10:00,HCM
L316,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L317,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:08:00,HCM
L318,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:55:00,HCM
L319,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L320,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L321,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:07:00,HCM
L322,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:50:00,HCM
L323,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L324,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L325,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:09:00,HCM
L326,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L327,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:30:00,HCM
L328,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L329,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:12:00,HCM
L330,EMP-2069,Nguyß╗àn V─ân 69,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:54:00,HCM
L331,EMP-2069,Nguyß╗àn V─ân 69,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L332,EMP-2070,Nguyß╗àn V─ân 70,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:50:00,HCM
L333,EMP-2070,Nguyß╗àn V─ân 70,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:00:00,HCM
L334,EMP-2071,Nguyß╗àn V─ân 71,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L335,EMP-2071,Nguyß╗àn V─ân 71,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:08:00,HCM
L336,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:55:00,HCM
L337,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L338,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L339,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:25:00,HCM
L340,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:50:00,HCM
L341,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L342,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L343,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:10:00,HCM
L344,EMP-2076,Nguyß╗àn V─ân 76,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:55:00,HCM
L345,EMP-2076,Nguyß╗àn V─ân 76,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L346,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:54:00,HCM
L347,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L348,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:51:00,HCM
L349,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:55:00,HCM
L350,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:04:00,HCM
L351,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:33:00,HCM
L352,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:59:00,HCM
L353,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:02:00,HCM
L354,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L355,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:02:00,HCM
L356,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L357,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L358,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:28:00,HCM
L359,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L360,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L361,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L362,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L363,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L364,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L365,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:13:00,HCM
L366,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:54:00,HCM
L367,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:09:00,HCM
L368,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L369,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:11:00,HCM
L370,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L371,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L372,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:03:00,HCM
L373,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:01:00,HCM
L374,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:02:00,HCM
L375,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:14:00,HCM
L376,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:55:00,HCM
L377,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:11:00,HCM
L378,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L379,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:07:00,HCM
L380,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L381,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:05:00,HCM
L382,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 08:00:00,HCM
L383,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 16:35:00,HCM
L384,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:59:00,HCM
L385,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L386,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:58:00,HCM
L387,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:06:00,HCM
L388,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:53:00,HCM
L389,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L390,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:52:00,HCM
L391,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L392,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckIn,D01,Main Gate,2026-01-02 07:57:00,HCM
L393,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckOut,D01,Main Gate,2026-01-02 17:03:00,HCM
L394,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:03:00,HCM
L395,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:13:00,HCM
L396,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:55:00,HCM
L397,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:04:00,HCM
L398,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:50:00,HCM
L399,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:04:00,HCM
L400,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:13:00,HCM
L401,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:04:00,HCM
L402,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:55:00,HCM
L403,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:13:00,HCM
L404,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:00:00,HCM
L405,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:04:00,HCM
L406,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:57:00,HCM
L407,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:14:00,HCM
L408,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:02:00,HCM
L409,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:13:00,HCM
L410,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:52:00,HCM
L411,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:09:00,HCM
L412,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:01:00,HCM
L413,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:01:00,HCM
L414,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:50:00,HCM
L415,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:02:00,HCM
L416,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:52:00,HCM
L417,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:13:00,HCM
L418,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:52:00,HCM
L419,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:03:00,HCM
L420,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:54:00,HCM
L421,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:07:00,HCM
L422,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:00:00,HCM
L423,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:03:00,HCM
L424,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 08:01:00,HCM
L425,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:09:00,HCM
L426,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:55:00,HCM
L427,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckOut,D01,Main Gate,2026-01-03 17:04:00,HCM
L428,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-03 07:56:00,HCM
